Activity,Person's Residence in Preparedness Region,Person's Residence in Local Health Department Jurisdiction,Person's Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Data as of,Number of Doses
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,Second Dose,3,January,2021,1/23/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Hospital,Second Dose,4,January,2021,1/26/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,1,January,2021,1/4/21,31
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,1,January,2021,1/5/21,35
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,1,January,2021,1/6/21,42
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,1,January,2021,1/7/21,80
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,1,January,2021,1/8/21,66
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,2,January,2021,1/11/21,71
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,2,January,2021,1/12/21,85
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,2,January,2021,1/13/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,2,January,2021,1/14/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,2,January,2021,1/15/21,7
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,3,January,2021,1/19/21,210
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,3,January,2021,1/20/21,145
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,3,January,2021,1/21/21,151
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,3,January,2021,1/22/21,57
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,3,January,2021,1/23/21,17
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,4,January,2021,1/24/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,4,January,2021,1/25/21,104
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,First Dose,4,January,2021,1/26/21,49
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,Second Dose,3,January,2021,1/19/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,Second Dose,3,January,2021,1/20/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,Second Dose,3,January,2021,1/23/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,Second Dose,4,January,2021,1/24/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Local Health Department,Second Dose,4,January,2021,1/26/21,26
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Other,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Other,First Dose,2,January,2021,1/15/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Other,First Dose,3,January,2021,1/17/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Other,First Dose,3,January,2021,1/18/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Other,First Dose,3,January,2021,1/19/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Other,First Dose,4,January,2021,1/25/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,1,January,2021,1/3/21,88
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,1,January,2021,1/4/21,22
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,1,January,2021,1/5/21,12
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,1,January,2021,1/6/21,12
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,1,January,2021,1/7/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,2,January,2021,1/10/21,44
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,2,January,2021,1/11/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,2,January,2021,1/12/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,2,January,2021,1/13/21,7
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,2,January,2021,1/14/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,2,January,2021,1/15/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,3,January,2021,1/17/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,3,January,2021,1/18/21,10
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,3,January,2021,1/19/21,79
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,3,January,2021,1/21/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,3,January,2021,1/23/21,59
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,4,January,2021,1/24/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,First Dose,4,January,2021,1/25/21,42
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Pharmacy,Second Dose,4,January,2021,1/25/21,18
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,1,January,2021,1/4/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,1,January,2021,1/6/21,27
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,1,January,2021,1/7/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,1,January,2021,1/8/21,21
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,2,January,2021,1/11/21,14
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,2,January,2021,1/13/21,30
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,2,January,2021,1/14/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,3,January,2021,1/18/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,First Dose,3,January,2021,1/22/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,Second Dose,3,January,2021,1/20/21,6
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,Second Dose,3,January,2021,1/22/21,6
2021-22,Region 6,Central Michigan District Health Department,Isabella,Moderna,Tribal Health,Second Dose,4,January,2021,1/26/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Family Practice,Second Dose,4,January,2021,1/26/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Home Health Provider,First Dose,3,January,2021,1/21/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Home Health Provider,First Dose,4,January,2021,1/26/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Home Health Provider,Second Dose,4,January,2021,1/24/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/3/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/4/21,50
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/5/21,46
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/6/21,75
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/7/21,9
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,1,January,2021,1/9/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,2,January,2021,1/11/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,2,January,2021,1/12/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,2,January,2021,1/13/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,2,January,2021,1/14/21,47
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,2,January,2021,1/15/21,82
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,2,January,2021,1/16/21,85
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,3,January,2021,1/19/21,6
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,3,January,2021,1/20/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,3,January,2021,1/21/21,98
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,3,January,2021,1/22/21,75
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,3,January,2021,1/23/21,71
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,4,January,2021,1/25/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,First Dose,4,January,2021,1/26/21,6
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,1,January,2021,1/6/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,1,January,2021,1/7/21,28
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,1,January,2021,1/8/21,43
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,1,January,2021,1/9/21,36
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,2,January,2021,1/11/21,48
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,2,January,2021,1/12/21,54
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,2,January,2021,1/13/21,59
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,2,January,2021,1/14/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,3,January,2021,1/17/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,3,January,2021,1/18/21,34
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,3,January,2021,1/19/21,44
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,3,January,2021,1/20/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,3,January,2021,1/21/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,3,January,2021,1/22/21,3
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Hospital,Second Dose,4,January,2021,1/25/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/21,9
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/21,7
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/21,399
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/21,24
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,2,January,2021,1/16/21,5
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/21,23
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/21,113
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,4,January,2021,1/25/21,4
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,1,January,2021,1/9/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,2,January,2021,1/10/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/21,7
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,2,January,2021,1/13/21,2
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,3,January,2021,1/19/21,1
2021-22,Region 6,Central Michigan District Health Department,Isabella,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/21,1
