Year Range,Persons Residence in Preparedness Region,Persons Residence in Local Health Department Jurisdiction,Persons Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Date,Number of Doses
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,Second Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,Second Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,Second Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Pharmacy,Second Dose,2,January,2021,1/15/2021,1
2021-22,Region 7,Grand Traverse County Health Department,Grand Traverse,Pfizer,Specialty Provider,First Dose,4,January,2021,1/26/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/5/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/2021,8
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/2021,10
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/13/2021,8
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/14/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Federally Qualified Health Center,First Dose,3,January,2021,1/21/2021,12
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,1,January,2021,1/7/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,2,January,2021,1/12/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,2,January,2021,1/13/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,2,January,2021,1/14/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,2,January,2021,1/16/2021,28
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,3,January,2021,1/23/2021,43
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,First Dose,4,January,2021,1/25/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Hospital,Second Dose,4,January,2021,1/26/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,1,January,2021,1/6/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,1,January,2021,1/7/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,1,January,2021,1/8/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,2,January,2021,1/14/2021,50
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,3,January,2021,1/19/2021,61
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,3,January,2021,1/20/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,3,January,2021,1/21/2021,180
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,3,January,2021,1/22/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,3,January,2021,1/23/2021,5
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,4,January,2021,1/24/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,4,January,2021,1/25/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,First Dose,4,January,2021,1/26/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Local Health Department,Second Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Other,First Dose,2,January,2021,1/14/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Other,First Dose,4,January,2021,1/24/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,1,January,2021,1/3/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,1,January,2021,1/4/2021,6
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,1,January,2021,1/5/2021,11
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,1,January,2021,1/6/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,1,January,2021,1/7/2021,96
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,1,January,2021,1/8/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,2,January,2021,1/12/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,2,January,2021,1/13/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,2,January,2021,1/15/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,3,January,2021,1/18/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,3,January,2021,1/19/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,3,January,2021,1/21/2021,17
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,First Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Moderna,Pharmacy,Second Dose,4,January,2021,1/25/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Home Health Provider,First Dose,1,January,2021,1/9/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Home Health Provider,First Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Home Health Provider,Second Dose,2,January,2021,1/15/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,1,January,2021,1/4/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,1,January,2021,1/5/2021,6
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,1,January,2021,1/7/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,1,January,2021,1/8/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,2,January,2021,1/12/2021,27
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,2,January,2021,1/13/2021,38
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,2,January,2021,1/14/2021,52
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,2,January,2021,1/15/2021,46
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,2,January,2021,1/16/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/17/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/18/2021,20
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/19/2021,42
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/20/2021,52
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/21/2021,67
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/22/2021,9
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,3,January,2021,1/23/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,4,January,2021,1/24/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,4,January,2021,1/25/2021,14
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,First Dose,4,January,2021,1/26/2021,15
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,1,January,2021,1/5/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,1,January,2021,1/6/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,1,January,2021,1/7/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,1,January,2021,1/8/2021,12
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,1,January,2021,1/9/2021,6
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,2,January,2021,1/10/2021,7
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,2,January,2021,1/11/2021,16
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,2,January,2021,1/12/2021,11
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,2,January,2021,1/13/2021,12
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,2,January,2021,1/16/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,3,January,2021,1/18/2021,10
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,3,January,2021,1/19/2021,7
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,3,January,2021,1/20/2021,6
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,3,January,2021,1/22/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Hospital,Second Dose,3,January,2021,1/23/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,1,January,2021,1/4/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,1,January,2021,1/5/2021,38
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,1,January,2021,1/8/2021,25
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,2,January,2021,1/11/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,2,January,2021,1/12/2021,91
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,2,January,2021,1/13/2021,22
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,2,January,2021,1/14/2021,12
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,2,January,2021,1/15/2021,25
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,3,January,2021,1/18/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,3,January,2021,1/19/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,3,January,2021,1/20/2021,10
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,3,January,2021,1/21/2021,30
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,3,January,2021,1/22/2021,42
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,3,January,2021,1/23/2021,6
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,First Dose,4,January,2021,1/26/2021,18
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,1,January,2021,1/8/2021,47
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,2,January,2021,1/11/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,2,January,2021,1/12/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,3,January,2021,1/18/2021,5
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,3,January,2021,1/19/2021,11
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,4,January,2021,1/25/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Local Health Department,Second Dose,4,January,2021,1/26/2021,35
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Pharmacy,First Dose,3,January,2021,1/18/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Pharmacy,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Antrim,Pfizer,Pharmacy,First Dose,4,January,2021,1/25/2021,3
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Family Practice,First Dose,3,January,2021,1/20/2021,1
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/6/2021,10
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/7/2021,10
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Federally Qualified Health Center,First Dose,1,January,2021,1/8/2021,2
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/13/2021,8
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Federally Qualified Health Center,First Dose,2,January,2021,1/14/2021,4
2021-22,Region 7,Northwest Michigan County Health Association,Charlevoix,Moderna,Federally Qualified Health Center,First Dose,3,January,2021,1/21/2021,17
